state,vegetable,date,month,season,modal_price,min_price,max_price,msp,price_lag_1m,price_lag_4m,rolling_avg_3m,arrival_qty,temp_max,temp_min,rainfall_mm,humidity,rainfall_deviation,price_direction
Punjab,Potato,2023-09-01,9,Monsoon,7.34,4.31,10.03,0.0,7.83,6.3,7.780000000000001,24787.51,32.25,23.86,47.4,87.87,-65.35,STABLE
Punjab,Potato,2023-10-01,10,Post-Monsoon,7.09,3.96,10.1,0.0,7.34,7.54,7.419999999999999,22889.51,30.26,18.14,11.5,74.61,-15.33,STABLE
Punjab,Potato,2023-11-01,11,Post-Monsoon,7.19,3.49,12.42,0.0,7.09,8.17,7.206666666666667,33194.99,25.4,13.9,16.9,82.8,11.7,DOWN
Punjab,Potato,2023-12-01,12,Winter,4.38,2.94,6.55,0.0,7.19,7.83,6.22,49422.08,20.84,9.55,0.0,82.29,-6.88,DOWN
Punjab,Potato,2024-01-01,1,Winter,4.08,2.98,5.73,0.0,4.38,7.34,5.216666666666667,36715.83,16.32,6.37,2.6,94.74,-53.4,UP
Punjab,Potato,2024-02-01,2,Winter,4.66,3.19,6.74,0.0,4.08,7.09,4.373333333333334,35662.48,20.58,9.38,42.3,79.55,8.9,UP
Punjab,Potato,2024-03-01,3,Summer,6.06,3.86,9.15,0.0,4.66,7.19,4.933333333333334,30965.29,26.79,14.01,57.0,71.68,27.15,UP
Punjab,Potato,2024-04-01,4,Summer,8.02,4.83,12.12,0.0,6.06,4.38,6.246666666666667,27052.95,33.06,18.72,16.3,56.9,5.4,UP
Punjab,Potato,2024-05-01,5,Summer,10.6,6.31,15.29,0.0,8.02,4.08,8.226666666666667,20241.78,39.13,24.94,16.1,40.65,-25.17,UP
Punjab,Potato,2024-06-01,6,Monsoon,11.24,6.84,16.21,0.0,10.6,4.66,9.953333333333331,18482.21,39.59,27.72,13.8,51.3,-94.9,UP
Punjab,Potato,2024-07-01,7,Monsoon,12.52,8.17,18.08,0.0,11.24,6.06,11.453333333333331,21684.73,34.46,26.27,188.9,89.26,5.93,STABLE
Punjab,Potato,2024-08-01,8,Monsoon,13.06,8.91,18.44,0.0,12.52,8.02,12.273333333333332,20964.31,31.88,25.37,138.9,92.52,-39.25,STABLE
Punjab,Potato,2024-09-01,9,Monsoon,13.33,9.33,18.59,0.0,13.06,10.6,12.97,22641.37,31.71,23.89,46.6,90.3,-66.15,UP
Punjab,Potato,2024-10-01,10,Post-Monsoon,14.3,10.52,19.09,0.0,13.33,11.24,13.563333333333334,21876.36,32.22,19.9,0.1,72.71,-26.72,STABLE
Punjab,Potato,2024-11-01,11,Post-Monsoon,14.68,10.11,20.61,0.0,14.3,12.52,14.103333333333332,26907.06,26.65,14.83,0.0,79.5,-5.2,DOWN
Punjab,Potato,2024-12-01,12,Winter,11.64,8.07,16.75,0.0,14.68,13.06,13.54,36429.85,20.36,8.81,27.0,80.13,20.12,DOWN
Punjab,Potato,2025-01-01,1,Winter,8.36,6.35,10.93,,11.64,13.33,11.56,34646.84,19.66,8.46,8.6,89.71,-47.4,DOWN
Punjab,Potato,2025-02-01,2,Winter,6.17,4.32,8.03,,8.36,14.3,8.723333333333334,34809.34,23.52,11.23,45.8,76.29,12.4,DOWN
Punjab,Potato,2025-03-01,3,Summer,5.78,3.41,7.76,,6.17,14.68,6.7700000000000005,43435.96,28.45,13.92,15.5,68.84,-14.35,DOWN
Punjab,Potato,2025-04-01,4,Summer,4.76,2.4,7.02,,5.78,11.64,5.57,49130.41,35.71,20.9,6.6,48.87,-4.3,UP
Punjab,Potato,2025-05-01,5,Summer,6.56,4.14,9.62,,4.76,8.36,5.7,29793.5,36.48,23.83,49.8,68.77,8.53,UP
Punjab,Potato,2025-06-01,6,Monsoon,7.9,5.58,10.66,,6.56,6.17,6.406666666666666,18298.44,36.41,26.13,179.2,74.77,70.5,UP
Punjab,Potato,2025-07-01,7,Monsoon,8.71,6.14,11.62,,7.9,5.78,7.723333333333334,20912.26,32.25,25.31,98.5,93.39,-84.48,DOWN
Punjab,Potato,2025-08-01,8,Monsoon,7.86,5.24,10.85,,8.71,4.76,8.156666666666668,22369.53,31.06,24.64,257.0,96.1,78.85,STABLE
Punjab,Potato,2025-09-01,9,Monsoon,7.94,5.46,10.62,,7.86,6.56,8.170000000000002,22092.78,31.32,23.47,155.1,92.77,42.35,STABLE
Punjab,Potato,2025-10-01,10,Post-Monsoon,7.78,5.05,11.02,,7.94,7.9,7.86,27135.39,29.17,18.21,46.6,89.68,19.77,STABLE
Punjab,Potato,2025-11-01,11,Post-Monsoon,7.44,4.81,13.05,,7.78,8.71,7.7200000000000015,30696.7,24.41,12.49,1.4,82.33,-3.8,DOWN
Punjab,Tomato,2022-01-01,1,Winter,16.54,11.82,21.22,0.0,,,16.54,6105.75,16.42,8.44,121.5,92.39,65.5,STABLE
Punjab,Tomato,2022-02-01,2,Winter,17.02,11.74,21.88,0.0,16.54,,16.78,7134.06,20.0,8.96,37.4,82.68,4.0,DOWN
Punjab,Tomato,2022-03-01,3,Summer,13.43,9.28,17.34,0.0,17.02,,15.663333333333332,8992.3,30.55,17.12,0.9,67.1,-28.95,UP
Punjab,Tomato,2022-04-01,4,Summer,14.63,9.54,19.61,0.0,13.43,,15.026666666666666,8518.33,37.52,21.94,0.2,40.77,-10.7,DOWN
Punjab,Tomato,2022-05-01,5,Summer,13.31,9.39,16.96,0.0,14.63,16.54,13.79,3834.41,37.13,24.95,21.6,56.65,-19.67,UP
Punjab,Tomato,2022-06-01,6,Monsoon,16.47,9.67,21.7,0.0,13.31,17.02,14.803333333333333,5675.73,37.57,25.58,140.8,59.87,32.1,UP
Punjab,Tomato,2022-07-01,7,Monsoon,21.44,14.36,28.01,0.0,16.47,13.43,17.073333333333334,5966.5,31.8,25.55,219.9,91.55,36.92,UP
Punjab,Tomato,2022-08-01,8,Monsoon,22.79,15.03,30.43,0.0,21.44,14.63,20.23333333333333,7227.73,31.65,25.07,102.9,92.35,-75.25,STABLE
Punjab,Tomato,2022-09-01,9,Monsoon,23.29,15.38,30.89,0.0,22.79,13.31,22.50666666666667,6382.29,31.05,23.4,201.9,89.73,89.15,STABLE
Punjab,Tomato,2022-10-01,10,Post-Monsoon,23.56,15.19,30.71,0.0,23.29,16.47,23.21333333333333,5399.41,28.71,18.35,49.1,81.23,22.28,DOWN
Punjab,Tomato,2022-11-01,11,Post-Monsoon,14.77,10.71,18.97,0.0,23.56,21.44,20.54,5789.28,25.09,13.95,2.5,77.33,-2.7,DOWN
Punjab,Tomato,2022-12-01,12,Winter,10.73,7.73,14.12,0.0,14.77,22.79,16.353333333333335,7551.03,20.71,9.81,0.5,83.19,-6.38,DOWN
Punjab,Tomato,2023-01-01,1,Winter,10.04,7.37,12.85,0.0,10.73,23.29,11.846666666666666,6022.44,17.03,7.82,91.3,93.0,35.3,STABLE
Punjab,Tomato,2023-02-01,2,Winter,9.89,7.04,12.89,0.0,10.04,23.56,10.22,7864.5,23.77,12.19,8.1,76.89,-25.3,UP
Punjab,Tomato,2023-03-01,3,Summer,12.21,8.8,15.26,0.0,9.89,14.77,10.713333333333331,7274.32,26.44,14.85,46.0,77.81,16.15,DOWN
Punjab,Tomato,2023-04-01,4,Summer,11.27,8.19,14.3,0.0,12.21,10.73,11.123333333333337,9228.41,31.72,18.46,20.5,59.6,9.6,DOWN
Punjab,Tomato,2023-05-01,5,Summer,6.5,4.72,8.6,0.0,11.27,10.04,9.993333333333334,8878.68,33.71,21.01,77.6,65.19,36.33,UP
Punjab,Tomato,2023-06-01,6,Monsoon,8.46,5.61,10.9,0.0,6.5,9.89,8.743333333333334,8153.64,34.77,24.66,101.0,77.83,-7.7,UP
Punjab,Tomato,2023-07-01,7,Monsoon,56.47,45.16,65.99,0.0,8.46,12.21,23.81,2781.43,31.95,25.26,224.6,91.39,41.62,DOWN
Punjab,Tomato,2023-08-01,8,Monsoon,44.69,33.62,56.2,0.0,56.47,11.27,36.54,2894.14,31.97,24.8,213.8,93.48,35.65,DOWN
Punjab,Tomato,2023-09-01,9,Monsoon,14.0,10.16,17.96,0.0,44.69,6.5,38.38666666666666,8226.83,32.25,23.86,47.4,87.87,-65.35,DOWN
Punjab,Tomato,2023-10-01,10,Post-Monsoon,11.55,8.14,14.72,0.0,14.0,8.46,23.41333333333333,9137.06,30.26,18.14,11.5,74.61,-15.33,UP
Punjab,Tomato,2023-11-01,11,Post-Monsoon,23.3,16.69,29.09,0.0,11.55,56.47,16.283333333333335,6659.17,25.4,13.9,16.9,82.8,11.7,DOWN
Punjab,Tomato,2023-12-01,12,Winter,18.91,13.35,23.84,0.0,23.3,44.69,17.92,7406.02,20.84,9.55,0.0,82.29,-6.88,DOWN
Punjab,Tomato,2024-01-01,1,Winter,17.32,12.81,21.89,0.0,18.91,14.0,19.843333333333334,6759.98,16.32,6.37,2.6,94.74,-53.4,UP
Punjab,Tomato,2024-02-01,2,Winter,21.69,15.25,27.41,0.0,17.32,11.55,19.30666666666667,7483.45,20.58,9.38,42.3,79.55,8.9,STABLE
Punjab,Tomato,2024-03-01,3,Summer,20.89,14.35,25.68,0.0,21.69,23.3,19.96666666666667,8005.65,26.79,14.01,57.0,71.68,27.15,DOWN
Punjab,Tomato,2024-04-01,4,Summer,18.95,13.76,23.3,0.0,20.89,18.91,20.51,8050.59,33.06,18.72,16.3,56.9,5.4,DOWN
Punjab,Tomato,2024-05-01,5,Summer,9.98,7.2,13.14,0.0,18.95,17.32,16.606666666666666,10041.55,39.13,24.94,16.1,40.65,-25.17,DOWN
Punjab,Tomato,2024-06-01,6,Monsoon,8.58,6.25,11.34,0.0,9.98,21.69,12.503333333333332,7335.63,39.59,27.72,13.8,51.3,-94.9,UP
Punjab,Tomato,2024-07-01,7,Monsoon,32.12,23.63,40.68,0.0,8.58,20.89,16.89333333333333,3863.31,34.46,26.27,188.9,89.26,5.93,DOWN
Punjab,Tomato,2024-08-01,8,Monsoon,28.66,21.95,35.39,0.0,32.12,18.95,23.12,5264.32,31.88,25.37,138.9,92.52,-39.25,DOWN
Punjab,Tomato,2024-09-01,9,Monsoon,25.38,18.83,31.48,0.0,28.66,9.98,28.72,8107.98,31.71,23.89,46.6,90.3,-66.15,UP
Punjab,Tomato,2024-10-01,10,Post-Monsoon,39.85,31.08,48.98,0.0,25.38,8.58,31.296666666666667,6250.28,32.22,19.9,0.1,72.71,-26.72,DOWN
Punjab,Tomato,2024-11-01,11,Post-Monsoon,27.61,20.72,34.42,0.0,39.85,32.12,30.94666666666667,6539.25,26.65,14.83,0.0,79.5,-5.2,STABLE
Punjab,Tomato,2024-12-01,12,Winter,26.23,20.61,32.18,0.0,27.61,28.66,31.230000000000004,7355.19,20.36,8.81,27.0,80.13,20.12,DOWN
Punjab,Tomato,2025-01-01,1,Winter,13.57,10.74,16.86,,26.23,25.38,22.47,7576.51,19.66,8.46,8.6,89.71,-47.4,DOWN
Punjab,Tomato,2025-02-01,2,Winter,9.58,7.45,12.28,,13.57,39.85,16.46,8248.93,23.52,11.23,45.8,76.29,12.4,DOWN
Punjab,Tomato,2025-03-01,3,Summer,8.87,6.55,11.41,,9.58,27.61,10.673333333333332,8984.08,28.45,13.92,15.5,68.84,-14.35,UP
Punjab,Tomato,2025-04-01,4,Summer,9.82,7.06,12.63,,8.87,26.23,9.423333333333334,9824.69,35.71,20.9,6.6,48.87,-4.3,DOWN
Punjab,Tomato,2025-05-01,5,Summer,8.42,6.26,10.78,,9.82,13.57,9.036666666666669,10601.96,36.48,23.83,49.8,68.77,8.53,UP
Punjab,Tomato,2025-06-01,6,Monsoon,12.97,9.49,16.55,,8.42,9.58,10.403333333333334,7732.7,36.41,26.13,179.2,74.77,70.5,UP
Punjab,Tomato,2025-07-01,7,Monsoon,23.7,18.48,28.89,,12.97,8.87,15.03,6156.1,32.25,25.31,98.5,93.39,-84.48,UP
Punjab,Tomato,2025-08-01,8,Monsoon,35.12,27.63,42.72,,23.7,9.82,23.93,5557.42,31.06,24.64,257.0,96.1,78.85,DOWN
Punjab,Tomato,2025-09-01,9,Monsoon,20.83,16.1,25.76,,35.12,8.42,26.55,8640.84,31.32,23.47,155.1,92.77,42.35,STABLE
Punjab,Tomato,2025-10-01,10,Post-Monsoon,20.4,15.37,25.51,,20.83,12.97,25.45,10230.76,29.17,18.21,46.6,89.68,19.77,UP
Punjab,Tomato,2025-11-01,11,Post-Monsoon,24.51,19.66,29.6,,20.4,23.7,21.91333333333333,4333.06,24.41,12.49,1.4,82.33,-3.8,UP
Rajasthan,Onion,2022-01-01,1,Winter,16.22,11.04,22.34,0.0,,,16.22,15416.01,18.68,7.77,42.7,91.52,19.92,UP
Rajasthan,Onion,2022-02-01,2,Winter,17.96,11.87,23.94,0.0,16.22,,17.09,19698.97,25.26,11.55,0.6,74.18,-3.7,DOWN
Rajasthan,Onion,2022-03-01,3,Summer,11.74,7.47,15.64,0.0,17.96,,15.306666666666668,31933.89,34.38,18.86,0.2,52.74,-11.1,DOWN
Rajasthan,Onion,2022-04-01,4,Summer,7.26,5.08,9.15,0.0,11.74,,12.32,39006.08,39.96,24.78,0.0,25.1,-2.08,STABLE
Rajasthan,Onion,2022-05-01,5,Summer,7.12,4.79,9.64,0.0,7.26,16.22,8.706666666666667,42353.72,41.12,27.65,3.1,41.65,-12.32,UP
Rajasthan,Onion,2022-06-01,6,Monsoon,10.01,6.73,13.61,0.0,7.12,17.96,8.13,33353.44,38.63,28.08,49.2,57.07,-53.0,UP
Rajasthan,Onion,2022-07-01,7,Monsoon,12.34,8.36,16.21,0.0,10.01,11.74,9.823333333333332,29912.05,32.34,24.97,203.7,93.39,-52.8,STABLE
Rajasthan,Onion,2022-08-01,8,Monsoon,12.91,8.51,17.4,0.0,12.34,7.26,11.753333333333332,33463.82,30.53,24.22,147.0,92.65,-21.5,DOWN
Rajasthan,Onion,2022-09-01,9,Monsoon,11.57,7.52,15.89,0.0,12.91,7.12,12.273333333333332,31465.67,31.89,23.95,67.6,86.2,-9.72,UP
Rajasthan,Onion,2022-10-01,10,Post-Monsoon,13.45,8.34,18.46,0.0,11.57,10.01,12.643333333333333,26363.26,30.0,19.37,78.3,76.97,43.6,UP
Rajasthan,Onion,2022-11-01,11,Post-Monsoon,14.23,7.73,20.59,0.0,13.45,12.34,13.083333333333334,45369.12,27.41,15.02,0.5,71.93,-1.32,DOWN
Rajasthan,Onion,2022-12-01,12,Winter,12.77,7.19,18.36,0.0,14.23,12.91,13.483333333333333,61852.05,23.6,10.74,0.0,78.39,-6.82,DOWN
Rajasthan,Onion,2023-01-01,1,Winter,11.88,7.25,16.22,0.0,12.77,11.57,12.96,46441.77,20.32,8.02,27.0,85.32,4.22,DOWN
Rajasthan,Onion,2023-02-01,2,Winter,10.02,6.43,13.29,0.0,11.88,13.45,11.556666666666668,37336.19,27.53,13.41,0.0,69.79,-4.3,DOWN
Rajasthan,Onion,2023-03-01,3,Summer,7.73,5.39,10.14,0.0,10.02,14.23,9.876666666666669,35202.75,29.83,17.35,40.2,74.68,28.9,DOWN
Rajasthan,Onion,2023-04-01,4,Summer,7.23,4.9,9.8,0.0,7.73,12.77,8.326666666666666,55552.82,34.27,21.48,6.9,49.37,4.82,UP
Rajasthan,Onion,2023-05-01,5,Summer,7.65,5.35,10.62,0.0,7.23,11.88,7.536666666666666,41910.47,37.02,23.93,48.2,58.48,32.78,STABLE
Rajasthan,Onion,2023-06-01,6,Monsoon,7.56,5.47,10.82,0.0,7.65,10.02,7.479999999999999,28971.25,35.27,25.83,166.7,75.77,64.5,UP
Rajasthan,Onion,2023-07-01,7,Monsoon,10.13,6.71,13.94,0.0,7.56,7.73,8.446666666666667,31188.52,33.09,25.39,280.5,93.81,24.0,UP
Rajasthan,Onion,2023-08-01,8,Monsoon,12.56,8.4,16.94,0.0,10.13,7.23,10.083333333333334,25141.24,32.9,25.12,22.1,84.81,-146.4,UP
Rajasthan,Onion,2023-09-01,9,Monsoon,14.74,9.85,19.92,0.0,12.56,7.65,12.476666666666668,20712.38,33.41,24.54,65.9,83.93,-11.42,UP
Rajasthan,Onion,2023-10-01,10,Post-Monsoon,20.38,13.93,26.85,0.0,14.74,7.56,15.893333333333333,23020.54,33.13,20.69,0.2,63.48,-34.5,UP
Rajasthan,Onion,2023-11-01,11,Post-Monsoon,30.39,19.96,39.99,0.0,20.38,10.13,21.836666666666662,44519.97,27.28,15.89,3.0,78.83,1.18,DOWN
Rajasthan,Onion,2023-12-01,12,Winter,21.25,14.8,28.47,0.0,30.39,12.56,24.00666666666667,57694.63,23.29,11.58,1.2,84.0,-5.62,DOWN
Rajasthan,Onion,2024-01-01,1,Winter,13.73,9.02,18.55,0.0,21.25,14.74,21.790000000000003,19124.29,20.71,8.02,0.1,96.1,-22.68,DOWN
Rajasthan,Onion,2024-02-01,2,Winter,11.34,7.73,14.75,0.0,13.73,20.38,15.44,22392.26,24.1,12.07,10.7,74.38,6.4,UP
Rajasthan,Onion,2024-03-01,3,Summer,12.31,8.31,15.99,0.0,11.34,30.39,12.46,30078.49,30.76,16.91,4.3,54.84,-7.0,DOWN
Rajasthan,Onion,2024-04-01,4,Summer,11.29,7.72,14.7,0.0,12.31,21.25,11.646666666666668,34192.54,36.23,22.93,0.7,39.83,-1.38,UP
Rajasthan,Onion,2024-05-01,5,Summer,11.93,8.22,15.39,0.0,11.29,13.73,11.843333333333334,30720.38,42.01,28.17,0.0,34.26,-15.42,UP
Rajasthan,Onion,2024-06-01,6,Monsoon,17.65,11.69,23.07,0.0,11.93,11.34,13.623333333333331,19652.69,39.26,29.11,82.4,57.17,-19.8,UP
Rajasthan,Onion,2024-07-01,7,Monsoon,24.48,17.91,30.56,0.0,17.65,12.31,18.02,19481.02,33.58,25.86,221.9,93.13,-34.6,UP
Rajasthan,Onion,2024-08-01,8,Monsoon,29.15,23.25,34.89,0.0,24.48,11.29,23.76,18805.42,30.15,24.17,342.9,95.48,174.4,UP
Rajasthan,Onion,2024-09-01,9,Monsoon,33.42,26.12,39.93,0.0,29.15,11.93,29.01666666666667,14226.6,30.62,23.46,95.9,93.93,18.58,STABLE
Rajasthan,Onion,2024-10-01,10,Post-Monsoon,34.01,25.81,41.88,0.0,33.42,17.65,32.193333333333335,17331.25,32.89,21.68,1.1,72.42,-33.6,DOWN
Rajasthan,Onion,2024-11-01,11,Post-Monsoon,30.46,18.57,40.14,0.0,34.01,24.48,32.63,63361.75,28.78,17.26,0.0,68.5,-1.82,DOWN
Rajasthan,Onion,2024-12-01,12,Winter,23.63,14.74,30.77,0.0,30.46,29.15,29.36666666666667,53326.45,21.72,11.48,25.9,75.74,19.08,DOWN
Rajasthan,Onion,2025-01-01,1,Winter,17.1,11.55,22.54,,23.63,33.42,23.730000000000004,30379.32,21.01,10.59,21.3,85.81,-1.48,UP
Rajasthan,Onion,2025-02-01,2,Winter,19.67,14.85,24.48,,17.1,34.01,20.133333333333336,21285.65,25.65,14.73,5.9,71.39,1.6,DOWN
Rajasthan,Onion,2025-03-01,3,Summer,14.22,10.67,17.65,,19.67,30.46,16.996666666666673,43986.83,31.56,19.15,0.5,48.45,-10.8,DOWN
Rajasthan,Onion,2025-04-01,4,Summer,9.06,6.65,11.45,,14.22,23.63,14.316666666666672,58068.42,38.51,25.27,0.7,32.87,-1.38,DOWN
Rajasthan,Onion,2025-05-01,5,Summer,8.22,5.64,10.69,,9.06,17.1,10.500000000000002,50793.07,38.47,26.8,10.4,57.65,-5.03,UP
Rajasthan,Onion,2025-06-01,6,Monsoon,10.29,6.89,13.32,,8.22,19.67,9.190000000000005,30372.22,36.14,26.52,110.5,74.33,8.3,UP
Rajasthan,Onion,2025-07-01,7,Monsoon,11.85,8.28,14.92,,10.29,14.22,10.120000000000005,26080.67,31.25,24.86,319.9,94.16,63.4,STABLE
Rajasthan,Onion,2025-08-01,8,Monsoon,12.3,8.59,15.63,,11.85,9.06,11.480000000000004,29737.92,31.51,24.81,162.0,91.16,-6.5,STABLE
Rajasthan,Onion,2025-09-01,9,Monsoon,11.86,8.78,14.67,,12.3,8.22,12.003333333333336,27457.25,31.85,23.92,79.9,86.9,2.58,STABLE
Rajasthan,Onion,2025-10-01,10,Post-Monsoon,11.39,7.37,15.18,,11.86,10.29,11.850000000000003,26290.87,28.79,20.24,59.2,79.94,24.5,DOWN
Rajasthan,Onion,2025-11-01,11,Post-Monsoon,9.36,5.61,13.5,,11.39,11.85,10.870000000000005,49211.66,25.68,14.61,3.8,72.67,1.98,UP
Rajasthan,Potato,2022-01-01,1,Winter,7.95,6.4,9.46,0.0,,,7.95,21312.37,18.68,7.77,42.7,91.52,19.92,STABLE
Rajasthan,Potato,2022-02-01,2,Winter,8.0,6.52,9.72,0.0,7.95,,7.975,23451.12,25.26,11.55,0.6,74.18,-3.7,UP
Rajasthan,Potato,2022-03-01,3,Summer,8.69,6.93,10.79,0.0,8.0,,8.213333333333333,20550.62,34.38,18.86,0.2,52.74,-11.1,UP
Rajasthan,Potato,2022-04-01,4,Summer,9.71,7.61,11.92,0.0,8.69,,8.8,16569.25,39.96,24.78,0.0,25.1,-2.08,UP
Rajasthan,Potato,2022-05-01,5,Summer,12.03,10.05,13.97,0.0,9.71,7.95,10.143333333333333,19134.69,41.12,27.65,3.1,41.65,-12.32,UP
Rajasthan,Potato,2022-06-01,6,Monsoon,12.95,10.8,15.07,0.0,12.03,8.0,11.563333333333334,29525.96,38.63,28.08,49.2,57.07,-53.0,UP
Rajasthan,Potato,2022-07-01,7,Monsoon,14.3,11.86,16.41,0.0,12.95,8.69,13.093333333333334,37283.89,32.34,24.97,203.7,93.39,-52.8,STABLE
Rajasthan,Potato,2022-08-01,8,Monsoon,14.65,12.44,16.69,0.0,14.3,9.71,13.966666666666669,41054.77,30.53,24.22,147.0,92.65,-21.5,STABLE
Rajasthan,Potato,2022-09-01,9,Monsoon,14.7,12.78,16.72,0.0,14.65,12.03,14.550000000000002,42207.03,31.89,23.95,67.6,86.2,-9.72,UP
Rajasthan,Potato,2022-10-01,10,Post-Monsoon,15.61,13.19,17.86,0.0,14.7,12.95,14.986666666666666,40160.53,30.0,19.37,78.3,76.97,43.6,STABLE
Rajasthan,Potato,2022-11-01,11,Post-Monsoon,15.81,12.98,18.38,0.0,15.61,14.3,15.373333333333337,45936.58,27.41,15.02,0.5,71.93,-1.32,DOWN
Rajasthan,Potato,2022-12-01,12,Winter,13.4,10.57,15.87,0.0,15.81,14.65,14.94,51188.12,23.6,10.74,0.0,78.39,-6.82,DOWN
Rajasthan,Potato,2023-01-01,1,Winter,8.63,6.92,10.13,0.0,13.4,14.7,12.613333333333337,51983.92,20.32,8.02,27.0,85.32,4.22,DOWN
Rajasthan,Potato,2023-02-01,2,Winter,7.09,5.61,8.54,0.0,8.63,15.61,9.706666666666669,47213.12,27.53,13.41,0.0,69.79,-4.3,STABLE
Rajasthan,Potato,2023-03-01,3,Summer,7.15,5.38,8.66,0.0,7.09,15.81,7.623333333333335,38009.73,29.83,17.35,40.2,74.68,28.9,UP
Rajasthan,Potato,2023-04-01,4,Summer,8.87,6.76,10.94,0.0,7.15,13.4,7.703333333333333,30168.62,34.27,21.48,6.9,49.37,4.82,UP
Rajasthan,Potato,2023-05-01,5,Summer,9.52,7.22,11.57,0.0,8.87,8.63,8.513333333333334,27508.01,37.02,23.93,48.2,58.48,32.78,STABLE
Rajasthan,Potato,2023-06-01,6,Monsoon,9.54,7.55,11.53,0.0,9.52,7.09,9.31,23213.13,35.27,25.83,166.7,75.77,64.5,UP
Rajasthan,Potato,2023-07-01,7,Monsoon,10.06,7.86,12.0,0.0,9.54,7.15,9.706666666666669,25534.62,33.09,25.39,280.5,93.81,24.0,STABLE
Rajasthan,Potato,2023-08-01,8,Monsoon,10.2,7.97,12.21,0.0,10.06,8.87,9.933333333333334,23414.17,32.9,25.12,22.1,84.81,-146.4,STABLE
Rajasthan,Potato,2023-09-01,9,Monsoon,10.29,8.07,12.35,0.0,10.2,9.52,10.183333333333334,24282.5,33.41,24.54,65.9,83.93,-11.42,STABLE
Rajasthan,Potato,2023-10-01,10,Post-Monsoon,10.04,7.92,12.14,0.0,10.29,9.54,10.176666666666668,29117.77,33.13,20.69,0.2,63.48,-34.5,STABLE
Rajasthan,Potato,2023-11-01,11,Post-Monsoon,10.39,8.05,12.68,0.0,10.04,10.06,10.24,22868.92,27.28,15.89,3.0,78.83,1.18,DOWN
Rajasthan,Potato,2023-12-01,12,Winter,9.32,7.07,11.58,0.0,10.39,10.2,9.916666666666666,25750.4,23.29,11.58,1.2,84.0,-5.62,DOWN
Rajasthan,Potato,2024-01-01,1,Winter,7.25,5.47,8.9,0.0,9.32,10.29,8.986666666666666,29011.13,20.71,8.02,0.1,96.1,-22.68,STABLE
Rajasthan,Potato,2024-02-01,2,Winter,7.1,5.48,8.64,0.0,7.25,10.04,7.890000000000001,33188.32,24.1,12.07,10.7,74.38,6.4,UP
Rajasthan,Potato,2024-03-01,3,Summer,10.53,8.1,12.83,0.0,7.1,10.39,8.293333333333335,24599.17,30.76,16.91,4.3,54.84,-7.0,UP
Rajasthan,Potato,2024-04-01,4,Summer,13.87,10.58,16.52,0.0,10.53,9.32,10.5,18461.69,36.23,22.93,0.7,39.83,-1.38,UP
Rajasthan,Potato,2024-05-01,5,Summer,15.51,12.17,18.45,0.0,13.87,7.25,13.303333333333333,20628.79,42.01,28.17,0.0,34.26,-15.42,UP
Rajasthan,Potato,2024-06-01,6,Monsoon,18.07,14.64,21.17,0.0,15.51,7.1,15.816666666666668,19967.86,39.26,29.11,82.4,57.17,-19.8,UP
Rajasthan,Potato,2024-07-01,7,Monsoon,20.78,17.15,24.2,0.0,18.07,10.53,18.12,24880.54,33.58,25.86,221.9,93.13,-34.6,STABLE
Rajasthan,Potato,2024-08-01,8,Monsoon,21.21,17.75,24.64,0.0,20.78,13.87,20.02,25727.59,30.15,24.17,342.9,95.48,174.4,STABLE
Rajasthan,Potato,2024-09-01,9,Monsoon,21.09,17.27,24.68,0.0,21.21,15.51,21.026666666666667,22421.31,30.62,23.46,95.9,93.93,18.58,DOWN
Rajasthan,Potato,2024-10-01,10,Post-Monsoon,19.86,16.11,23.65,0.0,21.09,18.07,20.72,32013.06,32.89,21.68,1.1,72.42,-33.6,STABLE
Rajasthan,Potato,2024-11-01,11,Post-Monsoon,20.53,16.24,24.82,0.0,19.86,20.78,20.493333333333336,33755.14,28.78,17.26,0.0,68.5,-1.82,DOWN
Rajasthan,Potato,2024-12-01,12,Winter,18.02,14.76,21.23,0.0,20.53,21.21,19.47,37617.58,21.72,11.48,25.9,75.74,19.08,DOWN
Rajasthan,Potato,2025-01-01,1,Winter,12.5,10.15,14.8,,18.02,21.09,17.016666666666666,32206.16,21.01,10.59,21.3,85.81,-1.48,DOWN
Rajasthan,Potato,2025-02-01,2,Winter,9.58,7.85,11.22,,12.5,19.86,13.366666666666667,30094.56,25.65,14.73,5.9,71.39,1.6,STABLE
Rajasthan,Potato,2025-03-01,3,Summer,9.59,7.84,11.26,,9.58,20.53,10.556666666666668,26288.73,31.56,19.15,0.5,48.45,-10.8,STABLE
Rajasthan,Potato,2025-04-01,4,Summer,9.61,7.72,11.41,,9.59,18.02,9.593333333333334,26401.07,38.51,25.27,0.7,32.87,-1.38,UP
Rajasthan,Potato,2025-05-01,5,Summer,10.4,8.39,12.28,,9.61,12.5,9.866666666666667,28883.52,38.47,26.8,10.4,57.65,-5.03,UP
Rajasthan,Potato,2025-06-01,6,Monsoon,11.18,9.08,13.24,,10.4,9.58,10.396666666666668,30123.73,36.14,26.52,110.5,74.33,8.3,STABLE
Rajasthan,Potato,2025-07-01,7,Monsoon,10.88,8.62,12.98,,11.18,9.59,10.82,31096.34,31.25,24.86,319.9,94.16,63.4,DOWN
